100,353908
100,353285
100,353285
100,360755
100,358313
100,358075
100,358420
100,360447
100,360520
100,365603
100,357315
100,365998
100,366503
100,366488
100,368870
100,370950
100,355445
100,353259
100,338601
100,330037
100,320596
100,304916
100,306664
100,308275
100,308572
100,313465
100,319076
100,319372
100,322902
100,319468
100,336622
100,338397
100,331721
100,321487
100,323381
100,321067
100,321067
100,334468
100,335208
100,338751
100,340429
100,340797
100,353058
100,358047
100,363040
100,349079
100,347286
100,342848
100,348916
100,341844
100,335564
100,335297
100,344254
100,345718
100,341840
100,362334
100,361851
100,361851
100,379753
100,385928
100,388272
100,386364
100,352956
100,350281
100,338091
100,338073
100,338073
100,334513
100,324033
100,319504
100,318630
100,320721
100,324037
100,324010
100,354729
100,374389
100,374389
100,375478
100,360181
100,359360
100,342350
100,341808
100,340239
100,330564
100,320211
100,320211
100,318230
100,322238
100,307394
100,319157
100,301287
100,292973
100,285497
100,292481
100,309323
100,304466
100,306150
100,305568
100,296677
100,302594
100,304550
99,323986
99,301484
99,304779
99,315841
99,311488
99,311488
99,314821
99,311873
99,308165
99,311495
99,308663
99,312296
100,317686
100,320517
100,320517
100,326720
100,324178
100,324227
100,323757
100,325013
100,325089
100,329662
100,321374
100,331153
100,331363
100,331376
100,332922
100,349587
100,342234
100,334139
100,330358
100,329960
100,320506
100,317112
100,333541
100,333010
100,339194
100,342855
100,335660
100,336629
100,329148
100,329872
100,333480
100,297414
100,292068
100,294182
100,287300
100,285974
100,296159
100,290684
100,289412
100,296400
100,297788
100,298200
100,302207
100,299419
100,299521
100,314046
100,314793
100,319802
100,324142
100,323127
100,309773
100,302543
100,300927
100,303018
100,304146
100,313868
100,282433
100,286862
100,287545
100,279491
100,288499
100,287115
100,287393
100,283298
100,277662
100,288952
100,295360
100,289387
100,281871
100,293320
100,292268
100,276242
100,283627
100,283641
100,267607
100,248207
100,264861
100,260680
100,274036
100,267333
100,263045
100,266137
100,263231
100,266339
100,266335
100,266335
100,259245
100,276205
100,283525
100,296710
100,296234
100,299853
100,308829
100,282737
100,275151
100,276142
100,273754
100,273880
100,297845
100,297845
100,297845
99,299890
99,288434
99,288434
99,300549
99,296230
99,300549
99,299860
99,297717
99,302870
99,305360
99,304883
99,317383
99,314639
99,315633
99,313947
99,309799
99,301776
99,296134
99,290774
99,288556
99,290782
99,293592
99,301990
99,306744
99,318176
99,300373
99,299393
99,303611
99,315447
99,319425
99,337369
99,337369
99,335305
99,326265
99,326385
99,322961
99,313767
99,319919
99,312645
99,310820
99,311168
99,316154
99,315134
99,316299
99,316368
99,295190
99,303728
99,318943
99,303157
99,301837
99,301427
99,307295
99,311335
99,311164
99,313900
99,319234
99,316752
99,317581
99,319977
99,317307
99,321053
99,319481
99,315845
99,309155
99,309084
99,305926
99,321236
99,323573
99,326737
99,330025
99,325308
99,324558
99,318394
99,318610
99,321714
99,327288
99,327158
99,324030
99,327898
99,322326
99,309542
99,307401
99,308203
99,302785
99,312665
99,310579
99,311490
99,305428
99,302353
99,314372
99,310112
99,300761
99,303732
99,305629
99,305629
99,298026
99,298695
99,301445
99,292877
99,278443
99,276510
99,270396
98,275368
98,271781
98,271781
98,271366
98,269006
98,274255
98,274255
98,273371
98,282798
98,283715
98,283283
98,287249
98,274808
98,270248
98,269618
98,276385
98,276318
98,277133
98,290293
98,290583
98,293587
98,305359
98,309182
98,311683
98,326693
98,324719
98,329865
98,326525
98,318057
98,306795
98,299187
98,299145
98,294405
98,292817
98,292089
98,290583
98,290583
98,294353
98,314592
98,304338
98,302525
98,302163
98,307089
98,295096
98,295096
98,307769
98,307081
98,311598
98,309062
98,298491
98,294821
98,294355
98,309999
98,309599
98,304901
98,305139
98,305979
98,290102
98,294154
98,304314
98,307774
98,310217
98,314536
98,312499
98,317514
98,322599
98,321321
98,318089
98,312547
98,298298
98,298298
98,294218
98,299462
98,314022
98,293638
98,285256
98,283388
98,277110
98,279310
98,279310
98,278976
98,280876
98,281496
98,288009
98,288009
98,288659
98,291897
98,296993
98,289134
98,300920
98,300104
98,296482
98,288170
98,290347
98,295212
98,294492
98,304063
98,304327
98,305982
98,303288
98,298280
98,311772
98,307207
97,299377
97,273549
97,268667
97,273229
97,280084
97,291941
97,295755
97,268869
97,268187
97,266301
97,267630
97,266229
97,265487
97,256697
97,258289
97,262078
97,263282
100,317686
100,320517
100,320517
100,326720
100,324178
100,324227
100,323757
100,325013
100,325089
100,329662
100,321374
100,331153
100,331363
100,331376
100,332922
100,349587
100,342234
100,334139
100,330358
100,329960
100,320506
100,317112
100,333541
100,333010
100,339194
100,342855
100,335660
100,336629
100,329148
100,329872
100,333480
100,297414
100,292068
100,294182
100,287300
100,285974
100,296159
100,290684
100,289412
100,296400
100,297788
100,298200
100,302207
100,299419
100,299521
100,314046
100,314793
100,319802
100,324142
100,323127
100,309773
100,302543
100,300927
100,303018
100,304146
100,313868
100,282433
100,286862
100,287545
100,279491
100,288499
100,287115
100,287393
100,283298
100,277662
100,288952
100,295360
100,289387
100,281871
100,293320
100,292268
100,276242
100,283627
100,283641
100,267607
100,248207
100,264861
100,260680
100,274036
100,267333
100,263045
100,266137
100,263231
100,266339
100,266335
100,266335
100,259245
100,276205
100,283525
100,296710
100,296234
100,299853
100,308829
100,282737
100,317686
100,320517
100,320517
100,326720
100,324178
100,324227
100,323757
100,325013
100,325089
100,329662
100,321374
100,331153
100,331363
100,331376
100,332922
100,349587
100,342234
100,334139
100,330358
100,329960
100,320506
100,317112
100,333541
100,333010
100,339194
100,342855
100,335660
100,336629
100,329148
100,329872
100,333480
100,297414
100,292068
100,294182
100,287300
100,285974
100,296159
100,290684
100,289412
100,296400
100,297788
100,298200
100,302207
100,299419
100,299521
100,314046
100,314793
100,319802
100,324142
100,323127
100,309773
100,302543
100,300927
100,303018
100,304146
100,313868
100,282433
100,286862
100,287545
100,279491
100,288499
100,287115
100,287393
100,283298
100,277662
100,288952
100,295360
100,289387
100,281871
100,293320
100,292268
100,276242
100,283627
100,283641
100,267607
100,248207
100,264861
100,260680
100,274036
100,267333
100,263045
100,266137
100,263231
100,266339
100,266335
100,266335
100,259245
100,276205
100,283525
100,296710
100,296234
100,299853
100,308829
100,282737
100,275151
100,276142
100,273754
100,273880
100,297845
100,297845
100,297845
99,299890
99,288434
99,288434
99,300549
99,296230
99,300549
99,299860
99,297717
99,302870
99,305360
99,304883
99,317383
99,314639
99,315633
99,313947
99,309799
99,301776
99,296134
99,290774
99,288556
99,290782
99,293592
99,301990
99,306744
99,318176
99,300373
99,299393
99,303611
99,315447
99,319425
99,337369
99,337369
99,335305
99,326265
99,326385
99,322961
99,313767
99,319919
99,312645
99,310820
99,311168
99,316154
99,315134
99,316299
99,316368
99,295190
99,303728
99,318943
99,303157
99,301837
99,301427
99,307295
99,311335
99,311164
99,313900
99,319234
99,316752
99,317581
99,319977
99,317307
99,321053
99,319481
99,315845
99,309155
99,309084
99,305926
99,321236
99,323573
99,326737
99,330025
99,325308
99,324558
99,318394
99,318610
99,321714
99,327288
99,327158
99,324030
99,327898
99,322326
99,309542
99,307401
99,308203
99,302785
99,312665
99,310579
99,311490
99,305428
99,302353
99,314372
99,310112
99,300761
99,303732
99,305629
99,305629
99,298026
99,298695
99,301445
99,292877
99,278443
99,276510
99,270396
98,275368
98,271781
98,271781
98,271366
98,269006
98,274255
98,274255
98,273371
98,282798
98,283715
98,283283
98,287249
98,274808
98,270248
